time_resolution,quote_currency,cointegration_test,adf_threshold,distance_threshold,train_window,test_window,model_type,regression_type,spread_type,rolling_window,signal_logic,signal_scaled_enter,signal_discrete_enter,signal_discrete_exit,signal_stop,signal_reenter,signal_reenter_threshold,pair_allocation,pair_allocation_scaling,overall_return
300,BTC,distance,-2.3,0.22000000000000003,58d 0H 0M 0S,8d 0H 0M 0S,log,ols,rolling,864,scaled,4,1,0.15000000000000002,6.45,FALSE,1.25,weighted,1.1,3.7457079534782145
300,BTC,eg,-3.7,0.35,48d 0H 0M 0S,7d 0H 0M 0S,raw,ols,rolling,13248,scaled,4,2.3,0.8500000000000001,5.300000000000001,FALSE,1.2000000000000002,equal,1.9500000000000002,4.84697585639548
300,BTC,eg,-3.1500000000000004,0.3,51d 0H 0M 0S,44d 0H 0M 0S,log,ols,rolling,5472,scaled,4,2.3,0.55,5.550000000000001,FALSE,1.6,weighted,1.15,2.4586431475063737
300,BTC,eg,-2.1,0.26,43d 0H 0M 0S,46d 0H 0M 0S,raw,ols,rolling,4320,scaled,4,1.6,0.05,6.4,TRUE,0,weighted,1.85,3.631547779241947
300,BTC,distance,-3.9000000000000004,0.09,50d 0H 0M 0S,51d 0H 0M 0S,raw,ols,rolling,14400,scaled,3,2.05,0.7000000000000001,6.4,TRUE,1.1500000000000001,scaled,1.85,0.7722390378673226
300,BTC,eg,-3.25,0.05,13d 0H 0M 0S,38d 0H 0M 0S,raw,ols,rolling,1152,scaled,3,1.65,0.30000000000000004,6.85,FALSE,1.55,scaled,1.3,28.003844000073997
300,USDT,eg,-3,0.35,58d 0H 0M 0S,59d 0H 0M 0S,log,ols,rolling,11520,scaled,2,2.6,0.9500000000000001,6.550000000000001,TRUE,0.55,scaled,1.9,4.141020289963063
300,BTC,eg,-3.4000000000000004,0.12000000000000001,15d 0H 0M 0S,33d 0H 0M 0S,raw,ols,rolling,4320,scaled,2,1.2,0.45,6.300000000000001,FALSE,1.5,equal,2,4.263178433171061
300,BTC,distance,-3.55,0.22999999999999998,38d 0H 0M 0S,28d 0H 0M 0S,log,ols,rolling,5760,scaled,3,2,0.65,4.15,FALSE,0.30000000000000004,equal,1.35,1.8787750240095231
300,USDT,eg,-2.2,0.07,8d 0H 0M 0S,23d 0H 0M 0S,raw,ols,rolling,2304,scaled,3,2.25,0.55,6.95,FALSE,1,weighted,2,4.313837338936418
300,BTC,distance,-3.45,0.060000000000000005,24d 0H 0M 0S,55d 0H 0M 0S,log,ols,rolling,6912,scaled,4,2.2,0.35000000000000003,5.4,TRUE,0.4,weighted,1.65,1.5236394001163085
300,BTC,eg,-3.45,0.27,40d 0H 0M 0S,20d 0H 0M 0S,log,ols,rolling,11232,scaled,2,1.65,0.30000000000000004,6.85,TRUE,0.75,weighted,1.15,4.035012986515653
300,BTC,eg,-3.95,0.36,38d 0H 0M 0S,28d 0H 0M 0S,raw,ols,rolling,10944,scaled,2,2.2,0.25,3.7,TRUE,1.9500000000000002,equal,1.15,4.882242083595733
300,USDT,distance,-2.25,0.2,7d 0H 0M 0S,34d 0H 0M 0S,log,ols,rolling,2016,scaled,2,2.7,0.75,6.9,TRUE,0.5,equal,2,9.40368174999035
300,USDT,eg,-2.15,0.31,13d 0H 0M 0S,12d 0H 0M 0S,raw,ols,rolling,3744,scaled,3,1.55,0.9500000000000001,6.4,TRUE,0.55,weighted,1.7000000000000002,10.585259609878586
