time_resolution,quote_currency,cointegration_test,adf_threshold,distance_threshold,train_window,test_window,model_type,spread_type,rolling_window,signal_logic,signal_scaled_enter,signal_discrete_enter,signal_discrete_exit,signal_stop,signal_reenter,signal_reenter_threshold,pair_allocation,pair_allocation_scaling,overall_return
86400,BTC,distance,-3.85,30,44d 0H 0M 0S,30d 0H 0M 0S,log,fixed,4,discrete,2,1.9,0.4,6.95,FALSE,1.05,scaled,1.9,6087.872448208906
300,USDT,eg,-3.5500000000000003,12,25d 0H 0M 0S,20d 0H 0M 0S,raw,rolling,576,scaled,4,1.15,0.05,5.550000000000001,TRUE,0.8500000000000001,equal,1.25,890.4977454190225
300,USDT,eg,-1.1,18,53d 0H 0M 0S,25d 0H 0M 0S,raw,rolling,576,scaled,2,2.25,0.05,5.35,TRUE,1.55,equal,1.9,223.0160323703559
900,BTC,distance,-3.95,30,8d 0H 0M 0S,4d 0H 0M 0S,log,rolling,768,discrete,2,1.9,0.5,6.95,TRUE,0.25,scaled,1.8,166.8403373033673
300,USDT,eg,-2.95,26,38d 0H 0M 0S,30d 0H 0M 0S,log,rolling,576,scaled,2,2.55,0.75,3,TRUE,0.2,weighted,1.9,127.36261714467304
1800,BTC,distance,-2.75,24,26d 0H 0M 0S,50d 0H 0M 0S,raw,rolling,1248,scaled,4,2.8,0.25,6.550000000000001,FALSE,0.30000000000000004,scaled,1.6,31.626554373371768
300,BTC,distance,-3.35,22,12d 0H 0M 0S,24d 0H 0M 0S,log,fixed,3456,scaled,3,2.3,0.9500000000000001,3,TRUE,0.8500000000000001,scaled,1.9,23.799038086240646
300,BTC,distance,-1.05,22,39d 0H 0M 0S,51d 0H 0M 0S,raw,rolling,864,scaled,3,1.75,0.8,5.1,TRUE,0.2,scaled,1.7000000000000002,17.236019729045566
300,BTC,eg,-1.5,4,50d 0H 0M 0S,13d 0H 0M 0S,raw,rolling,576,scaled,4,1.75,0.35000000000000003,4.05,TRUE,0.9,weighted,1.65,14.22965833117542
300,USDT,distance,-3.75,30,8d 0H 0M 0S,57d 0H 0M 0S,raw,rolling,2304,scaled,2,2.45,0.45,3.3,TRUE,0.65,weighted,1.8,14.200969417500886
300,USDT,distance,-1.5,22,7d 0H 0M 0S,48d 0H 0M 0S,raw,rolling,2016,scaled,3,1.9500000000000002,0.45,3.6,TRUE,0.2,weighted,1.8,14.045927867580742
300,USDT,distance,-3.35,8,49d 0H 0M 0S,8d 0H 0M 0S,log,rolling,576,scaled,4,2.5,0.1,4.35,TRUE,0.9500000000000001,weighted,2,13.918814086166703
300,BTC,distance,-3,18,6d 0H 0M 0S,8d 0H 0M 0S,raw,rolling,576,scaled,3,1.15,0.30000000000000004,6.300000000000001,TRUE,1.05,equal,1.85,12.630005223523995
300,BTC,distance,-2.8,10,19d 0H 0M 0S,51d 0H 0M 0S,log,rolling,5472,scaled,3,2.2,0.8500000000000001,6.550000000000001,FALSE,0.05,scaled,1.9500000000000002,12.192833021447344
300,USDT,distance,-1.8,6,39d 0H 0M 0S,44d 0H 0M 0S,raw,rolling,4032,scaled,2,2.35,0.45,3.85,TRUE,1.7000000000000002,weighted,1,10.217750191133527
300,BTC,distance,-2.8,10,13d 0H 0M 0S,54d 0H 0M 0S,log,rolling,576,scaled,3,1.25,0.65,4.2,TRUE,0.7000000000000001,scaled,2,9.263618346001092
300,USDT,distance,-1.65,24,26d 0H 0M 0S,50d 0H 0M 0S,raw,rolling,7488,scaled,4,2.7,0.7000000000000001,4.65,TRUE,0.6000000000000001,scaled,1.5,8.802649216234615
300,USDT,eg,-2.75,14,58d 0H 0M 0S,13d 0H 0M 0S,raw,rolling,2880,scaled,4,1.5,0.35000000000000003,6.35,FALSE,2,equal,1.15,8.360682772630287
300,USDT,distance,-1.9500000000000002,28,18d 0H 0M 0S,25d 0H 0M 0S,log,rolling,2304,scaled,2,1.7000000000000002,0.15000000000000002,6,TRUE,0.35000000000000003,weighted,1.3,8.136560070542714
300,BTC,distance,-2.75,30,23d 0H 0M 0S,60d 0H 0M 0S,log,rolling,6624,scaled,2,1.15,0.8500000000000001,4.55,TRUE,1.6500000000000001,scaled,1.9500000000000002,7.542501642754734
300,USDT,eg,-3.4000000000000004,10,50d 0H 0M 0S,10d 0H 0M 0S,raw,rolling,4320,scaled,3,2.75,0.75,5.9,FALSE,0.8,weighted,1.2,7.368605394328645
300,USDT,eg,-3.7,22,12d 0H 0M 0S,6d 0H 0M 0S,raw,fixed,3456,scaled,4,1.2,0.9,6.300000000000001,FALSE,0.25,equal,1.65,6.691023909053441
300,USDT,distance,-1.6,4,59d 0H 0M 0S,22d 0H 0M 0S,log,rolling,1728,scaled,3,1.2,0.05,5,FALSE,1.1500000000000001,weighted,1.05,6.539784539398251
300,BTC,eg,-2.25,24,27d 0H 0M 0S,3d 0H 0M 0S,raw,rolling,576,scaled,2,3,0.75,4.85,TRUE,0.1,scaled,1.4,6.212540496107381
300,BTC,distance,-3.15,30,3d 0H 0M 0S,11d 0H 0M 0S,log,fixed,864,scaled,2,2.25,0.35000000000000003,7,FALSE,1.3,scaled,1.9500000000000002,6.047781816920941
300,USDT,distance,-2.2,30,26d 0H 0M 0S,56d 0H 0M 0S,raw,rolling,7488,scaled,2,1.3,0.8,6.800000000000001,TRUE,0.8500000000000001,scaled,1.15,5.5820911552366725
900,USDT,distance,-1.9500000000000002,28,53d 0H 0M 0S,49d 0H 0M 0S,raw,rolling,2592,scaled,4,1.85,0.75,3.65,TRUE,0.9500000000000001,scaled,1.8,5.543505578449107
300,BTC,distance,-1.85,30,21d 0H 0M 0S,16d 0H 0M 0S,log,rolling,6048,scaled,3,1.1,0.9,5.550000000000001,FALSE,0.05,scaled,1.5,5.102051768731485
300,BTC,distance,-2.95,12,45d 0H 0M 0S,28d 0H 0M 0S,raw,rolling,1728,scaled,3,2.75,0.8,4.35,TRUE,0.9500000000000001,weighted,1.9,4.892238161470496
300,USDT,distance,-3.15,14,14d 0H 0M 0S,48d 0H 0M 0S,raw,rolling,4032,scaled,4,3,0.6000000000000001,3.55,TRUE,0.9500000000000001,equal,1.35,4.778291765198883
300,USDT,distance,-2.25,22,23d 0H 0M 0S,26d 0H 0M 0S,raw,rolling,6624,scaled,3,1.1,0.5,5.75,FALSE,0.30000000000000004,weighted,1.8,4.705414768005074
300,USDT,eg,-3.5,16,55d 0H 0M 0S,4d 0H 0M 0S,log,rolling,15840,scaled,2,1.7000000000000002,1,3.8,FALSE,1.6500000000000001,weighted,1.45,4.624154959038654
1800,USDT,distance,-2.35,18,7d 0H 0M 0S,6d 0H 0M 0S,raw,fixed,336,scaled,4,2.4000000000000004,0.9,4.35,FALSE,0.9500000000000001,scaled,1.7000000000000002,4.553831739206717
300,BTC,eg,-3.95,12,54d 0H 0M 0S,17d 0H 0M 0S,raw,rolling,1152,scaled,4,1.4,0.7000000000000001,6.800000000000001,FALSE,1.5,weighted,1.2,4.4960630891765145
300,USDT,distance,-3.35,4,7d 0H 0M 0S,3d 0H 0M 0S,log,fixed,2016,scaled,3,2.3,0.05,5.2,FALSE,1.1,scaled,1.85,4.480624656693957
300,USDT,distance,-1.75,6,25d 0H 0M 0S,7d 0H 0M 0S,log,fixed,7200,scaled,2,1.05,0.1,5.300000000000001,FALSE,1.6500000000000001,scaled,1.85,4.41626110019296
300,USDT,distance,-1.1,4,22d 0H 0M 0S,12d 0H 0M 0S,raw,fixed,5184,scaled,2,1.1,0.05,3.6,TRUE,0.05,weighted,1.8,4.2486785712276145
300,USDT,eg,-4,4,57d 0H 0M 0S,31d 0H 0M 0S,log,rolling,12960,scaled,3,2.55,0.75,6.95,FALSE,1.35,equal,1.4,4.214513393147538
300,USDT,eg,-3.6500000000000004,28,53d 0H 0M 0S,31d 0H 0M 0S,log,rolling,4896,scaled,4,1.25,0.5,6.35,TRUE,1.55,equal,1.4,4.162076060223394
300,BTC,eg,-1.8,20,6d 0H 0M 0S,3d 0H 0M 0S,raw,rolling,1728,scaled,2,2.9000000000000004,0.7000000000000001,6.300000000000001,FALSE,1.6,equal,1.85,3.9707841957352312
300,USDT,distance,-2.35,16,44d 0H 0M 0S,35d 0H 0M 0S,log,rolling,12672,scaled,2,2.6,0.8,5.25,TRUE,0.65,equal,1.9,3.892342561308041
300,USDT,eg,-1.85,20,25d 0H 0M 0S,11d 0H 0M 0S,log,rolling,7200,scaled,3,1.9500000000000002,0.8500000000000001,4.45,TRUE,0,scaled,1.35,3.5121807369979954
300,BTC,eg,-2.4000000000000004,24,4d 0H 0M 0S,21d 0H 0M 0S,log,rolling,1152,scaled,3,2.25,0.45,4,TRUE,0.55,scaled,1,3.450380432743134
300,USDT,eg,-2.4000000000000004,16,13d 0H 0M 0S,24d 0H 0M 0S,raw,rolling,3744,scaled,3,2.25,0.55,3.2,FALSE,1.4000000000000001,scaled,1.05,3.419221268649181
86400,USDT,distance,-1.2,24,31d 0H 0M 0S,24d 0H 0M 0S,raw,rolling,31,discrete,4,1.3,0.1,6.800000000000001,TRUE,1.2000000000000002,scaled,1.9,3.387594137685276
300,BTC,distance,-1.3,8,39d 0H 0M 0S,25d 0H 0M 0S,log,rolling,576,scaled,4,2.95,0.25,3.1,TRUE,1.05,scaled,1.1,3.350161206203304
300,BTC,eg,-1.7000000000000002,4,18d 0H 0M 0S,18d 0H 0M 0S,raw,rolling,1440,scaled,3,2.25,0.75,3.3,TRUE,1.9500000000000002,scaled,1.2,3.3061877137214575
300,BTC,distance,-3.8000000000000003,6,23d 0H 0M 0S,26d 0H 0M 0S,log,rolling,6624,scaled,3,1.3,0.30000000000000004,4.9,TRUE,1.85,equal,1.05,3.2065744430997998
300,BTC,eg,-2.1500000000000004,12,42d 0H 0M 0S,54d 0H 0M 0S,log,rolling,1728,scaled,3,3,0.7000000000000001,6.2,TRUE,0.4,weighted,1.45,3.1426612269677183
300,USDT,distance,-3.3000000000000003,22,23d 0H 0M 0S,8d 0H 0M 0S,log,rolling,6624,scaled,4,1.35,0.15000000000000002,6.45,FALSE,0.30000000000000004,weighted,1.5,3.1406568338266756
300,USDT,eg,-3.5,14,28d 0H 0M 0S,13d 0H 0M 0S,log,fixed,7776,scaled,3,1.1,0.45,5.95,TRUE,0,equal,1.4,3.1230518578773485
300,BTC,distance,-2.35,18,20d 0H 0M 0S,5d 0H 0M 0S,log,rolling,5760,scaled,3,1.9,0.5,6.25,FALSE,1.4500000000000002,scaled,1.45,3.1106556925007345
300,USDT,distance,-1.4,4,33d 0H 0M 0S,14d 0H 0M 0S,log,rolling,7200,scaled,3,1.7000000000000002,0.75,5.2,FALSE,0.4,equal,1.25,3.0871662496662573
1800,USDT,eg,-3.95,18,29d 0H 0M 0S,18d 0H 0M 0S,raw,fixed,1392,scaled,4,1.3,0.65,7,FALSE,1.2000000000000002,scaled,1.1,3.0453761136956414
300,USDT,eg,-2,4,37d 0H 0M 0S,43d 0H 0M 0S,log,rolling,6624,scaled,4,2.2,0.8,3.95,TRUE,0.65,scaled,1.45,2.985038712676195
86400,USDT,distance,-1.55,24,58d 0H 0M 0S,34d 0H 0M 0S,log,fixed,58,discrete,3,1.4,0.7000000000000001,6,TRUE,0.25,scaled,1.85,2.938298819883075
300,USDT,distance,-3.75,4,58d 0H 0M 0S,7d 0H 0M 0S,log,fixed,8928,scaled,2,2.2,1,5.2,FALSE,1.75,weighted,1.2,2.9341287954479047
300,BTC,distance,-2.9000000000000004,28,10d 0H 0M 0S,20d 0H 0M 0S,log,rolling,2880,scaled,2,2.45,0.9,6.25,TRUE,1.35,scaled,1.05,2.865834707646079
300,BTC,distance,-3.45,6,5d 0H 0M 0S,13d 0H 0M 0S,raw,rolling,1440,scaled,3,2.95,0.6000000000000001,5.6,FALSE,0.1,scaled,1.6,2.861385935823593
300,USDT,distance,-2.95,30,37d 0H 0M 0S,7d 0H 0M 0S,raw,fixed,10656,discrete,2,2.9000000000000004,0.25,3.95,FALSE,0,scaled,2,2.810862141873729
300,USDT,eg,-1.35,22,52d 0H 0M 0S,29d 0H 0M 0S,log,rolling,9216,scaled,3,2.45,0.15000000000000002,6.9,FALSE,0.7000000000000001,weighted,1.25,2.8082069718522273
900,BTC,eg,-3.75,8,11d 0H 0M 0S,14d 0H 0M 0S,raw,rolling,1056,scaled,4,1.15,0.35000000000000003,6,TRUE,0.6000000000000001,weighted,1.5,2.7845221105339264
7200,BTC,distance,-2.35,26,21d 0H 0M 0S,28d 0H 0M 0S,raw,rolling,216,scaled,3,1.15,0.75,4.75,FALSE,1,scaled,1.7000000000000002,2.696777351684003
300,BTC,eg,-1.4,24,7d 0H 0M 0S,30d 0H 0M 0S,log,rolling,2016,scaled,4,2.35,0.25,6.75,TRUE,1.4000000000000001,weighted,1.05,2.6466682140573976
300,BTC,distance,-2.85,4,32d 0H 0M 0S,39d 0H 0M 0S,log,rolling,5184,scaled,3,2.4000000000000004,0.15000000000000002,7,FALSE,1,weighted,1.2,2.5702161409896602
300,USDT,distance,-1.45,12,41d 0H 0M 0S,31d 0H 0M 0S,log,rolling,11808,scaled,2,1.3,0.8500000000000001,6.5,FALSE,1.25,scaled,1.25,2.5529324053025757
300,BTC,distance,-3.0500000000000003,6,49d 0H 0M 0S,56d 0H 0M 0S,log,rolling,5760,discrete,2,1.05,1,6.4,TRUE,1.85,equal,1.05,2.5247458001037404
300,BTC,eg,-1.25,24,3d 0H 0M 0S,60d 0H 0M 0S,log,rolling,864,discrete,2,1.05,0.2,5.95,TRUE,0.5,weighted,1.1,2.4981281770883617
300,BTC,eg,-1.05,20,8d 0H 0M 0S,28d 0H 0M 0S,log,rolling,2304,scaled,2,1.9500000000000002,0.35000000000000003,6.550000000000001,FALSE,0.65,equal,2,2.451068845341654
300,BTC,eg,-3.9000000000000004,10,24d 0H 0M 0S,8d 0H 0M 0S,raw,rolling,6912,scaled,4,1.65,0.75,3.6,TRUE,0.5,weighted,1.5,2.4236725203385947
300,USDT,eg,-2.45,26,56d 0H 0M 0S,31d 0H 0M 0S,log,rolling,5760,scaled,4,2.1500000000000004,0.9500000000000001,5.800000000000001,FALSE,1.9500000000000002,equal,2,2.422704345866939
300,BTC,distance,-1.3,20,13d 0H 0M 0S,30d 0H 0M 0S,log,rolling,3744,scaled,2,1.55,0.75,6.7,FALSE,0.55,weighted,1.05,2.3950087379301555
300,USDT,eg,-3.25,8,57d 0H 0M 0S,10d 0H 0M 0S,log,fixed,10080,scaled,2,2.1500000000000004,0.05,6,FALSE,0.6000000000000001,weighted,1,2.3780924627040645
300,BTC,distance,-3.8000000000000003,6,53d 0H 0M 0S,16d 0H 0M 0S,log,rolling,7776,scaled,3,2.45,0.35000000000000003,6.800000000000001,FALSE,0.1,scaled,1.2,2.3752942933198544
300,BTC,eg,-4,12,22d 0H 0M 0S,11d 0H 0M 0S,raw,fixed,6336,scaled,4,2.4000000000000004,0.7000000000000001,6.25,FALSE,1.25,scaled,1,2.3663294644184174
300,BTC,distance,-2.2,16,32d 0H 0M 0S,27d 0H 0M 0S,raw,rolling,9216,scaled,3,2.45,0,5.5,TRUE,0.15000000000000002,scaled,1.6,2.3411470945994153
300,USDT,eg,-3.9000000000000004,28,15d 0H 0M 0S,52d 0H 0M 0S,log,fixed,4032,scaled,4,1.8,0.7000000000000001,6.45,TRUE,0.75,weighted,1.25,2.298822312589077
300,USDT,distance,-3.45,14,26d 0H 0M 0S,3d 0H 0M 0S,raw,fixed,7488,scaled,4,1.5,0.1,5.1,TRUE,1.05,equal,1.6,2.2920344985612404
900,USDT,distance,-4,10,27d 0H 0M 0S,44d 0H 0M 0S,raw,rolling,2592,scaled,3,1.3,1,5.35,TRUE,2,scaled,1.75,2.2739042165804486
900,USDT,distance,-1.45,10,29d 0H 0M 0S,42d 0H 0M 0S,raw,rolling,2400,scaled,3,2.25,0.45,5.4,TRUE,0.1,weighted,1.45,2.2003380432895474
86400,BTC,distance,-2.45,14,58d 0H 0M 0S,5d 0H 0M 0S,log,rolling,20,scaled,2,1.7000000000000002,0.2,5,FALSE,0.25,scaled,1.65,2.1868353382536307
900,BTC,eg,-3.7,14,32d 0H 0M 0S,45d 0H 0M 0S,log,rolling,192,discrete,3,1.6,0.30000000000000004,6,TRUE,0.9500000000000001,weighted,1.45,2.174148999292877
300,BTC,distance,-3.8000000000000003,16,29d 0H 0M 0S,38d 0H 0M 0S,log,rolling,4608,scaled,3,2.9000000000000004,0.55,4.25,TRUE,1.6,scaled,1.15,2.1653166224522478
300,USDT,eg,-2.4000000000000004,4,35d 0H 0M 0S,14d 0H 0M 0S,log,fixed,2016,scaled,3,2,0.9500000000000001,7,TRUE,1.05,weighted,1.9,2.1299921812972706
300,USDT,eg,-1.25,22,32d 0H 0M 0S,6d 0H 0M 0S,log,fixed,9216,scaled,2,2.5,0.8,4.05,FALSE,0.15000000000000002,weighted,1.25,2.126419523612748
300,USDT,distance,-2.5,22,45d 0H 0M 0S,12d 0H 0M 0S,raw,rolling,12960,scaled,3,2.3,0.75,6.9,TRUE,1.5,equal,1.9500000000000002,2.122074414651454
300,USDT,eg,-3.5,24,21d 0H 0M 0S,45d 0H 0M 0S,log,rolling,6048,scaled,4,2.2,0.8500000000000001,6.050000000000001,FALSE,0.55,weighted,1.35,2.1044182947822345
300,USDT,distance,-1.1,10,47d 0H 0M 0S,10d 0H 0M 0S,raw,fixed,13536,scaled,4,1.5,0.7000000000000001,3.65,FALSE,1.55,weighted,1.75,2.09520476616312
300,BTC,eg,-3.6500000000000004,22,9d 0H 0M 0S,33d 0H 0M 0S,raw,rolling,2592,scaled,3,2.4000000000000004,0.4,6.65,TRUE,1.35,weighted,1.9500000000000002,2.0630235855063725
300,BTC,eg,-3.25,20,7d 0H 0M 0S,53d 0H 0M 0S,log,rolling,2016,scaled,2,3,0.8500000000000001,5.75,FALSE,0.9500000000000001,scaled,1.65,2.0270389597509944
300,USDT,eg,-2.45,28,51d 0H 0M 0S,12d 0H 0M 0S,log,rolling,13248,scaled,4,1.65,0.9,4.6,FALSE,1.9000000000000001,equal,1.65,1.9987322966526448
900,USDT,eg,-3.3000000000000003,20,28d 0H 0M 0S,56d 0H 0M 0S,log,rolling,672,scaled,3,1.15,0.9,5.7,TRUE,1.85,scaled,1.15,1.9654516579198016
300,BTC,eg,-1.3,14,55d 0H 0M 0S,39d 0H 0M 0S,log,rolling,1152,scaled,4,2.05,0.6000000000000001,6.25,FALSE,1.5,weighted,1.7000000000000002,1.9466938200923363
1800,BTC,distance,-3,30,44d 0H 0M 0S,52d 0H 0M 0S,log,rolling,960,scaled,3,2.9000000000000004,0.25,5.75,FALSE,1.35,scaled,1.8,1.945542771472043
300,BTC,eg,-3.95,6,23d 0H 0M 0S,10d 0H 0M 0S,log,rolling,6624,scaled,3,2.05,0.25,4.6,TRUE,0.65,equal,2,1.9310797634886796
300,BTC,distance,-2.6500000000000004,20,23d 0H 0M 0S,14d 0H 0M 0S,log,rolling,6624,scaled,3,2,0.8500000000000001,6.5,TRUE,1.35,equal,1,1.926660597145939
86400,BTC,eg,-2.95,26,8d 0H 0M 0S,49d 0H 0M 0S,log,rolling,6,scaled,2,1.4,0.15000000000000002,6.050000000000001,TRUE,0.30000000000000004,equal,1.7000000000000002,1.9259153223127938
900,USDT,distance,-3.4000000000000004,4,48d 0H 0M 0S,26d 0H 0M 0S,raw,rolling,1920,scaled,4,1,0.8500000000000001,6.85,TRUE,1.25,weighted,1.1,1.9242992881624665
300,USDT,distance,-2.4000000000000004,18,43d 0H 0M 0S,22d 0H 0M 0S,raw,rolling,9792,scaled,2,1.7000000000000002,0.45,4.3,FALSE,0.65,equal,1.9,1.91857772464973
300,USDT,distance,-3.9000000000000004,24,34d 0H 0M 0S,9d 0H 0M 0S,raw,fixed,1440,scaled,3,2.4000000000000004,1,3.45,TRUE,0.35000000000000003,equal,1.5,1.916318900151287
300,BTC,eg,-2.95,4,30d 0H 0M 0S,56d 0H 0M 0S,log,rolling,6912,scaled,2,2.75,0.9500000000000001,6.45,FALSE,0.8500000000000001,scaled,1.9,1.8837251496033387
300,BTC,eg,-1.7000000000000002,18,50d 0H 0M 0S,59d 0H 0M 0S,log,rolling,2592,scaled,4,1.9500000000000002,0.1,6.65,FALSE,0.45,equal,1.9500000000000002,1.8760468779768522
900,BTC,eg,-3.75,6,23d 0H 0M 0S,23d 0H 0M 0S,log,rolling,1248,discrete,4,1.9,1,5.800000000000001,TRUE,1,scaled,1.05,1.8754271758009182
300,USDT,eg,-3.75,30,44d 0H 0M 0S,35d 0H 0M 0S,log,fixed,12672,scaled,4,2.9000000000000004,0.8,5.15,TRUE,2,equal,1.9500000000000002,1.8682161690797032
300,USDT,eg,-2.05,20,31d 0H 0M 0S,24d 0H 0M 0S,raw,fixed,8928,scaled,4,1.05,0.5,4.35,TRUE,1.4000000000000001,equal,1.45,1.8636961119904445
300,USDT,eg,-3.8000000000000003,14,26d 0H 0M 0S,57d 0H 0M 0S,raw,fixed,2016,scaled,2,2.95,0.35000000000000003,3.4,TRUE,1.1500000000000001,weighted,1.6,1.8622577619796206
300,BTC,distance,-2.75,8,52d 0H 0M 0S,13d 0H 0M 0S,raw,fixed,13536,scaled,3,1.7000000000000002,0.25,3.15,TRUE,1.8,scaled,2,1.861191943528721
14400,BTC,distance,-1.4,16,38d 0H 0M 0S,49d 0H 0M 0S,raw,rolling,228,scaled,4,2.05,0.4,5.9,FALSE,0,scaled,1.85,1.857827775807643
300,BTC,distance,-1.75,10,45d 0H 0M 0S,48d 0H 0M 0S,raw,rolling,7200,scaled,2,3,0.55,4.05,TRUE,1.6500000000000001,weighted,1.35,1.8075618172403718
900,USDT,distance,-3.6,20,36d 0H 0M 0S,46d 0H 0M 0S,log,rolling,384,scaled,2,2.35,0.75,3.65,TRUE,0.05,equal,1.35,1.7987439791979691
300,BTC,distance,-2.1500000000000004,24,48d 0H 0M 0S,31d 0H 0M 0S,log,rolling,4320,scaled,4,1.5,0.6000000000000001,5.050000000000001,TRUE,1.4500000000000002,weighted,1.55,1.7936539322047582
1800,BTC,eg,-3.15,28,29d 0H 0M 0S,36d 0H 0M 0S,raw,rolling,1392,scaled,4,2.8,0.15000000000000002,6.25,FALSE,1.1500000000000001,equal,1.5,1.7911002540552612
1800,BTC,distance,-3.85,4,59d 0H 0M 0S,4d 0H 0M 0S,log,rolling,2256,scaled,4,1.05,0.45,3.55,TRUE,0.55,equal,1.7000000000000002,1.7840888530253511
900,BTC,distance,-3.4000000000000004,8,59d 0H 0M 0S,16d 0H 0M 0S,log,rolling,2592,scaled,2,2.9000000000000004,0.5,5.35,TRUE,1.2000000000000002,weighted,2,1.7836916953588924
300,USDT,distance,-2.7,16,3d 0H 0M 0S,18d 0H 0M 0S,raw,fixed,864,scaled,3,1.85,0.55,6.4,FALSE,0.9,scaled,1.5,1.7778508365903467
300,BTC,eg,-1.6,14,17d 0H 0M 0S,57d 0H 0M 0S,log,rolling,2592,scaled,4,2.8,0.5,3.55,TRUE,0.55,equal,1.6,1.7776808299021984
300,BTC,distance,-1.2,18,16d 0H 0M 0S,4d 0H 0M 0S,raw,rolling,2304,scaled,3,1.05,0.8500000000000001,3.05,FALSE,1.9000000000000001,equal,1.75,1.7775918394139707
300,BTC,distance,-2.75,10,39d 0H 0M 0S,5d 0H 0M 0S,log,rolling,10656,scaled,3,1.1,0,3.6,TRUE,1.35,equal,1.2,1.7664920409844262
300,USDT,distance,-2.55,10,7d 0H 0M 0S,45d 0H 0M 0S,raw,fixed,2016,scaled,4,1.35,0.65,5.65,TRUE,0.5,weighted,1.4,1.7645756722765609
300,USDT,eg,-1.2,22,60d 0H 0M 0S,58d 0H 0M 0S,log,rolling,15840,scaled,4,2.2,0.35000000000000003,4,FALSE,0.15000000000000002,scaled,1.45,1.743291688848853
7200,BTC,eg,-3.85,6,37d 0H 0M 0S,55d 0H 0M 0S,log,fixed,444,discrete,2,2.1500000000000004,0.8,6.050000000000001,FALSE,1.75,weighted,1.9500000000000002,1.7094463251311385
1800,USDT,distance,-2,10,34d 0H 0M 0S,8d 0H 0M 0S,log,rolling,1632,scaled,3,1.1,0.05,6.7,TRUE,0.05,scaled,1.8,1.7058132021644439
300,BTC,distance,-3.85,14,60d 0H 0M 0S,3d 0H 0M 0S,log,rolling,11808,scaled,2,1.6,0.75,6.2,FALSE,1.35,weighted,1.65,1.6969398025247073
1800,BTC,distance,-1.5,26,19d 0H 0M 0S,12d 0H 0M 0S,log,rolling,144,scaled,2,1.8,0.2,6.9,TRUE,0,scaled,1.1,1.6927672850882172
900,BTC,eg,-2.1,4,54d 0H 0M 0S,55d 0H 0M 0S,log,rolling,288,scaled,3,1.65,0.8,3.4,TRUE,1.05,equal,1.55,1.6818285561401147
900,BTC,eg,-3.8000000000000003,6,55d 0H 0M 0S,37d 0H 0M 0S,raw,rolling,5280,scaled,2,2.95,0.9,6.2,TRUE,0.35000000000000003,weighted,1.5,1.6773334066144452
300,BTC,eg,-2.55,4,58d 0H 0M 0S,13d 0H 0M 0S,log,rolling,12384,scaled,3,1.75,0.8,6.85,TRUE,0.55,weighted,1.75,1.6756208122070202
300,USDT,eg,-3.25,22,22d 0H 0M 0S,48d 0H 0M 0S,log,fixed,6048,scaled,4,2.05,1,4.7,TRUE,0.2,scaled,1.25,1.6751254110610796
900,USDT,distance,-2.4000000000000004,6,22d 0H 0M 0S,8d 0H 0M 0S,log,rolling,672,scaled,3,1.25,0.9500000000000001,6,TRUE,0.65,equal,1.4,1.6693753791935477
300,BTC,distance,-1.25,8,18d 0H 0M 0S,43d 0H 0M 0S,log,rolling,5184,scaled,4,1.4,0.6000000000000001,4.65,FALSE,1.6500000000000001,equal,1.7000000000000002,1.6648538721210222
300,BTC,distance,-3.75,8,6d 0H 0M 0S,7d 0H 0M 0S,raw,fixed,1728,scaled,2,1.55,1,4.6,FALSE,0.2,scaled,1.4,1.6630122511434289
1800,BTC,eg,-3.7,6,4d 0H 0M 0S,57d 0H 0M 0S,log,fixed,192,scaled,2,1.1,0.25,6.800000000000001,TRUE,0.75,scaled,1.1,1.6573638599338494
300,USDT,eg,-2.8,8,48d 0H 0M 0S,51d 0H 0M 0S,log,fixed,13824,scaled,4,1.1,0.1,3.6,TRUE,1.25,scaled,2,1.6567792510360588
300,BTC,eg,-3.15,16,21d 0H 0M 0S,3d 0H 0M 0S,log,fixed,6048,scaled,3,2.8,0.9,3.4,TRUE,0.1,equal,1.3,1.655972815805113
300,USDT,eg,-1.2,14,45d 0H 0M 0S,26d 0H 0M 0S,raw,fixed,2016,scaled,3,1,0.4,7,TRUE,0.8,scaled,1.7000000000000002,1.650148806325736
1800,USDT,eg,-3.85,20,33d 0H 0M 0S,4d 0H 0M 0S,raw,rolling,1584,scaled,2,2,0.7000000000000001,6.2,FALSE,0,scaled,1.5,1.635026389789761
300,USDT,eg,-3.95,26,36d 0H 0M 0S,37d 0H 0M 0S,log,rolling,10368,scaled,3,1.5,0.9500000000000001,3.35,FALSE,1.05,scaled,1.45,1.6327046649305816
900,USDT,eg,-4,20,41d 0H 0M 0S,19d 0H 0M 0S,raw,rolling,2784,scaled,3,2.75,0.4,4.95,TRUE,1.6,equal,1.25,1.6208443791565377
900,BTC,eg,-3.0500000000000003,16,53d 0H 0M 0S,20d 0H 0M 0S,log,rolling,1248,scaled,2,1,0.2,6.6,FALSE,0.2,weighted,1.35,1.6160564060385738
300,USDT,eg,-2.9000000000000004,22,25d 0H 0M 0S,36d 0H 0M 0S,log,fixed,5760,scaled,4,1.1,0,3.85,TRUE,1.6,weighted,1.55,1.609321466852952
900,BTC,distance,-3.7,22,59d 0H 0M 0S,32d 0H 0M 0S,raw,fixed,1344,discrete,3,2.6500000000000004,0.9500000000000001,3.8,TRUE,0.30000000000000004,scaled,1.3,1.6081908775985672
