df_stat_mean,crit_value_1pct_mean,crit_value_5pct_mean,crit_value_10pct_mean,half_life_mean,df_stat_median,crit_value_1pct_median,crit_value_5pct_median,crit_value_10pct_median,half_life_median,time_resolution,start_date,end_date,length
-2.5462303271283093,-3.43,-2.86,-2.57,34.15103136514167,-2.273578272467589,-3.43,-2.86,-2.57,28.222292367939374,1800,2017-03-28,2017-04-08,-11
-2.030592382797634,-3.46,-2.88,-2.57,35.06821154984185,-2.0642734333749235,-3.46,-2.88,-2.57,13.54038414719956,7200,2017-08-01,2017-08-18,-17
-2.5820674128014844,-3.43,-2.86,-2.57,72.01648814627252,-2.5088027860112763,-3.43,-2.86,-2.57,50.66668423692278,1800,2017-04-18,2017-05-13,-25
-3.5197199138316466,-3.43,-2.86,-2.57,153.17200804311068,-3.39138676377633,-3.43,-2.86,-2.57,75.60513391572752,300,2017-06-12,2017-06-23,-11
-3.471376907911318,-3.43,-2.86,-2.57,89.76382674546576,-3.400819209010808,-3.43,-2.86,-2.57,75.94028737190838,300,2017-09-27,2017-11-07,-41
-6.721774210669723,-3.75,-3,-2.63,1.0368333391563287,-2.26206347041417,-3.75,-3,-2.63,0.6475274005943967,86400,2017-03-19,2017-03-24,-5
-2.357042608326804,-3.51,-2.89,-2.58,6.57433251952881,-2.2848123091678385,-3.51,-2.89,-2.58,5.265924233429539,14400,2017-07-29,2017-08-11,-13
-2.2520466363734735,-3.43,-2.86,-2.57,42.03203433881238,-2.397583606071569,-3.43,-2.86,-2.57,30.28842062498201,1800,2017-04-11,2017-04-22,-11
-3.0468129779902102,-3.43,-2.86,-2.57,266.0967843712894,-2.8877416752296865,-3.43,-2.86,-2.57,182.9680951969454,300,2017-08-20,2017-09-10,-21
-2.638736700004881,-3.43,-2.86,-2.57,324.21128985847383,-2.475853941159175,-3.43,-2.86,-2.57,258.023111490786,300,2017-01-28,2017-02-20,-23
-2.801981795046891,-3.43,-2.86,-2.57,59.622785865208776,-2.8049416717658744,-3.43,-2.86,-2.57,37.91680184812623,1800,2017-06-13,2017-07-06,-23
-2.9888964257732833,-3.43,-2.86,-2.57,202.81759150746268,-2.739088135254261,-3.43,-2.86,-2.57,141.92781717572763,900,2017-04-23,2017-06-08,-46
-2.1184523183044655,-3.44,-2.87,-2.57,33.991749254622874,-2.058715677216729,-3.44,-2.87,-2.57,23.633327704856967,7200,2017-07-18,2017-08-14,-27
-2.178306410436538,-3.44,-2.87,-2.57,44.68938207276197,-2.251676078559888,-3.44,-2.87,-2.57,35.02765256656373,7200,2017-06-30,2017-08-05,-36
-2.7511437509620293,-3.43,-2.86,-2.57,129.59135609423655,-2.5649837608638113,-3.43,-2.86,-2.57,73.39921182164474,1800,2017-06-17,2017-07-30,-43
-2.798759968045835,-3.43,-2.86,-2.57,868.3746868574589,-2.6011799749253526,-3.43,-2.86,-2.57,396.3531549018922,300,2017-05-31,2017-07-06,-36
-2.300586835899447,-3.46,-2.88,-2.57,13.843244075608114,-2.2843871576384127,-3.46,-2.88,-2.57,12.626978427161415,7200,2017-03-29,2017-04-14,-16
-2.2071987295070365,-3.46,-2.88,-2.57,10.430381210065976,-2.3695377022622184,-3.46,-2.88,-2.57,6.90626842108481,14400,2017-07-09,2017-07-28,-19
-2.8124218388509448,-3.43,-2.86,-2.57,452.2504126785505,-2.524520111064496,-3.43,-2.86,-2.57,340.4995026246793,300,2017-09-06,2017-10-19,-43
-2.4020052896323416,-3.46,-2.88,-2.57,9.1314615387579,-2.375206659211176,-3.46,-2.88,-2.57,7.812445564945774,7200,2017-05-15,2017-05-26,-11
-2.4073411325791296,-3.51,-2.89,-2.58,6.16314264111516,-2.406077919468342,-3.51,-2.89,-2.58,4.723694863253003,14400,2017-09-26,2017-10-10,-14
-101.02503569834919,-3.75,-3,-2.63,0.6793002836251534,-1.8949501597921912,-3.75,-3,-2.63,0.6742477165901167,86400,2017-09-29,2017-10-04,-5
-3.193756172393757,-3.43,-2.86,-2.57,97.13892742112917,-3.18925848156848,-3.43,-2.86,-2.57,64.5127816779559,900,2017-08-25,2017-09-19,-25
-1.3768563030058592,-3.75,-3,-2.63,0.46359759425637886,-1.4852068569980155,-3.75,-3,-2.63,0.7618754054143893,86400,2017-03-24,2017-03-31,-7
-2.0265966112887344,-3.51,-2.89,-2.58,-37.14559425922741,-2.030565398327712,-3.51,-2.89,-2.58,4.045250606704483,14400,2017-07-18,2017-07-27,-9
-2.058560783076301,-3.44,-2.87,-2.57,25.433653038266065,-2.198601418030954,-3.44,-2.87,-2.57,18.116825469106185,1800,2017-07-14,2017-07-21,-7
-1.8812130954866022,-3.44,-2.87,-2.57,36.90051042181895,-1.8204140831560198,-3.44,-2.87,-2.57,19.041800558763928,14400,2017-03-02,2017-04-14,-43
-2.747367868531429,-3.43,-2.86,-2.57,610.2464517601431,-2.641150444446781,-3.43,-2.86,-2.57,422.8136005621152,300,2017-06-27,2017-08-05,-39
-2.77567214887601,-3.43,-2.86,-2.57,49.34397520713633,-2.6436143654881663,-3.43,-2.86,-2.57,37.251895590422976,1800,2017-09-13,2017-09-30,-17
-2.7783677505093545,-3.43,-2.86,-2.57,90.83588336849186,-2.5359563500517313,-3.43,-2.86,-2.57,67.93483648141864,1800,2017-04-28,2017-05-30,-32
-1.9032336583546219,-3.46,-2.88,-2.57,24.22820984521696,-1.9984413545913158,-3.46,-2.88,-2.57,16.099189747347765,1800,2017-07-03,2017-07-07,-4
-3.2586432538570893,-3.43,-2.86,-2.57,359.3866533915617,-3.0145748763148648,-3.43,-2.86,-2.57,292.5452890888617,300,2017-08-27,2017-10-02,-36
-2.402087475532247,-3.46,-2.88,-2.57,14.566095094357598,-2.3940391275191226,-3.46,-2.88,-2.57,10.140820075016679,14400,2017-05-22,2017-06-21,-30
-2.862506282946949,-3.43,-2.86,-2.57,70.93688912675965,-2.6376357422145897,-3.43,-2.86,-2.57,52.695015139578494,900,2017-05-11,2017-05-26,-15
-1.9854007485476404,-3.46,-2.88,-2.57,17.58837163326759,-1.8500774464948846,-3.46,-2.88,-2.57,11.352709626600415,14400,2017-07-26,2017-08-17,-22
-2.746714188397394,-3.43,-2.86,-2.57,44.484443654889084,-2.671129923390323,-3.43,-2.86,-2.57,35.38620028050546,1800,2017-01-07,2017-01-25,-18
-2.501708698913638,-3.43,-2.86,-2.57,-678.4816237411583,-2.6540350320889585,-3.43,-2.86,-2.57,148.3291075189676,900,2017-01-31,2017-03-18,-46
-2.950439888831381,-3.43,-2.86,-2.57,248.0652251999915,-2.762537446354915,-3.43,-2.86,-2.57,219.56188599942433,300,2017-02-16,2017-03-12,-24
-1.6401241258851933,-3.51,-2.89,-2.58,11.708104652187565,-1.9334313666902108,-3.51,-2.89,-2.58,5.525793733029209,86400,2017-03-06,2017-04-25,-50
-2.1025804970732906,-3.46,-2.88,-2.57,23.510607346549406,-2.177126483925682,-3.46,-2.88,-2.57,16.87021448652627,14400,2017-06-02,2017-07-13,-41
-3.8695591209222626,-3.43,-2.86,-2.57,481.386490894146,-3.685367478033191,-3.43,-2.86,-2.57,217.98334903519213,300,2017-02-12,2017-03-24,-40
-2.9558425893163127,-3.43,-2.86,-2.57,610.5445481968261,-2.394129140530203,-3.43,-2.86,-2.57,548.8992515382479,300,2017-01-17,2017-03-05,-47
-1.7871941777853726,-3.46,-2.88,-2.57,13.790646930249519,-1.8494585618587849,-3.46,-2.88,-2.57,11.49123657763636,14400,2017-02-12,2017-03-12,-28
-3.5260211493530007,-3.43,-2.86,-2.57,468.6705812843207,-3.111984537360959,-3.43,-2.86,-2.57,326.7440425794823,300,2017-04-26,2017-06-08,-43
-1.8240079343073516,-3.58,-2.93,-2.6,6.503640215059813,-1.9022340047192374,-3.58,-2.93,-2.6,4.321800415231327,86400,2017-02-25,2017-04-07,-41
-1.7368574326397168,-3.58,-2.93,-2.6,-3.1235195716264763,-1.9083281811421644,-3.58,-2.93,-2.6,3.074218747404994,86400,2017-01-26,2017-02-22,-27
-3.413087405371077,-3.43,-2.86,-2.57,84.45164845526958,-3.4364026835341996,-3.43,-2.86,-2.57,240.52239300752737,300,2017-02-04,2017-03-20,-44
-3.1469078300825664,-3.43,-2.86,-2.57,24.469967420723997,-3.0956073311959074,-3.43,-2.86,-2.57,18.88611601911078,900,2017-06-18,2017-06-26,-8
-2.0845007316373194,-3.43,-2.86,-2.57,-34.67922197116268,-2.396557846040607,-3.43,-2.86,-2.57,72.73969373274002,1800,2017-02-17,2017-04-03,-45
-2.6905847091734687,-3.43,-2.86,-2.57,-489.50619031399117,-2.4912488617082857,-3.43,-2.86,-2.57,435.24099581694077,300,2017-01-24,2017-03-13,-48
-2.715761709512347,-3.43,-2.86,-2.57,1248.4442954056358,-2.5854540097083265,-3.43,-2.86,-2.57,479.8188234132938,300,2017-06-23,2017-08-08,-46
-2.5418355430356665,-3.43,-2.86,-2.57,44.32633220389246,-2.436685708829115,-3.43,-2.86,-2.57,32.73267412587895,1800,2017-01-07,2017-01-22,-15
-2.0391948926679,-3.43,-2.86,-2.57,664.7182162579296,-2.1383918511946858,-3.43,-2.86,-2.57,289.31334163538565,300,2017-02-05,2017-03-02,-25
-2.3572333631459226,-3.43,-2.86,-2.57,-140.8824190873075,-2.444981870434896,-3.43,-2.86,-2.57,114.79974002583535,900,2017-07-30,2017-08-29,-30
-2.3911942487355144,-3.46,-2.88,-2.57,13.340429700594816,-2.382230136381955,-3.46,-2.88,-2.57,9.15705476658577,14400,2017-04-03,2017-05-05,-32
-2.5840225919007467,-3.43,-2.86,-2.57,55.14519821295366,-2.548354542797893,-3.43,-2.86,-2.57,33.928091798968914,900,2017-02-08,2017-02-17,-9
-1.84037208691673,-3.46,-2.88,-2.57,-67.21136736497623,-1.8136373586645194,-3.46,-2.88,-2.57,15.791187139815921,14400,2017-04-18,2017-05-20,-32
-1.8772687241625927,-3.51,-2.89,-2.58,30.40823207509292,-2.2015239713887627,-3.51,-2.89,-2.58,3.9017037958551084,14400,2017-02-28,2017-03-13,-13
-3.2114158244919304,-3.43,-2.86,-2.57,98.13175676282192,-3.2505242539996715,-3.43,-2.86,-2.57,65.872155995963,1800,2017-03-27,2017-05-16,-50
-3.0568915855096352,-3.43,-2.86,-2.57,190.30121630291208,-2.742502418950978,-3.43,-2.86,-2.57,184.72181703699482,900,2017-08-16,2017-09-27,-42
-2.672645051932178,-3.43,-2.86,-2.57,55.86188124184563,-2.374553089024702,-3.43,-2.86,-2.57,44.05317486910398,1800,2017-09-08,2017-09-27,-19
-1.9852271019367134,-3.46,-2.88,-2.57,20.32626292218526,-1.9314926328730935,-3.46,-2.88,-2.57,15.30517036368014,14400,2017-05-28,2017-06-30,-33
-2.8594713274902874,-3.44,-2.87,-2.57,14.717587279261558,-2.692845158901246,-3.44,-2.87,-2.57,11.54874580567698,1800,2017-05-05,2017-05-11,-6
-3.1298349107475527,-3.43,-2.86,-2.57,788.187207085094,-2.9092458842216704,-3.43,-2.86,-2.57,346.5856318275422,300,2017-04-06,2017-05-22,-46
-2.6907814687738236,-3.46,-2.88,-2.57,13.762279357151797,-2.5115045297645873,-3.46,-2.88,-2.57,9.82191730484876,14400,2017-02-14,2017-03-26,-40
-3.1531746040312245,-3.43,-2.86,-2.57,194.291724483476,-3.2728567843079364,-3.43,-2.86,-2.57,143.7746609740308,900,2017-03-24,2017-05-12,-49
-2.344581417326847,-3.51,-2.89,-2.58,12.429853158877439,-2.177274167372542,-3.51,-2.89,-2.58,7.5433519767086,14400,2017-01-08,2017-01-23,-15
-2.4747781074828836,-3.75,-3,-2.63,0.9782319427452972,-2.28679712082067,-3.75,-3,-2.63,0.9082952163369837,86400,2017-09-02,2017-09-14,-12
-2.643083030998796,-3.43,-2.86,-2.57,100.24977697427089,-2.6273967172793045,-3.43,-2.86,-2.57,93.49435369482885,1800,2017-07-03,2017-08-17,-45
-2.519588314709504,-3.46,-2.88,-2.57,10.355219904151204,-2.515845689086907,-3.46,-2.88,-2.57,8.405781525068434,1800,2017-04-01,2017-04-05,-4
-2.2536531733594845,-3.58,-2.93,-2.6,2.9310149892905053,-2.339204817020814,-3.58,-2.93,-2.6,2.0462796508982812,7200,2017-01-18,2017-01-21,-3
-2.556289585075965,-3.51,-2.89,-2.58,5.301376745432583,-2.2810045182029004,-3.51,-2.89,-2.58,3.4329830520556177,14400,2017-09-28,2017-10-13,-15
-0.7823503395955533,-3.43,-2.86,-2.57,27.553767063123846,-1.5626078078711996,-3.43,-2.86,-2.57,31.35499622120959,7200,2017-01-13,2017-03-02,-48
-2.857485412887417,-3.43,-2.86,-2.57,105.59909262242651,-2.8917726667578556,-3.43,-2.86,-2.57,70.75139151786497,1800,2017-03-25,2017-05-03,-39
-2.438611436158222,-3.43,-2.86,-2.57,207.51149143678515,-2.4937382443693044,-3.43,-2.86,-2.57,95.0008862483883,900,2017-01-08,2017-02-03,-26
-2.837939922059935,-3.75,-3,-2.63,0.9209755580602651,-2.4390702490355958,-3.75,-3,-2.63,0.7666864152801505,86400,2017-05-05,2017-05-14,-9
-2.885658041689972,-3.43,-2.86,-2.57,43.48351763615637,-2.6312458156368796,-3.43,-2.86,-2.57,37.157390849604376,1800,2017-05-12,2017-05-30,-18
-2.429682213489576,-3.43,-2.86,-2.57,59.78857057297475,-2.3355839313246447,-3.43,-2.86,-2.57,26.564838762054585,1800,2017-01-21,2017-02-04,-14
-1.7784101524569373,-3.51,-2.89,-2.58,-4.8366364873001375,-2.180941408917202,-3.51,-2.89,-2.58,4.72118088223352,7200,2017-04-15,2017-04-23,-8
-3.3786607284368135,-3.43,-2.86,-2.57,271.3778963032176,-3.236136699730996,-3.43,-2.86,-2.57,175.45656252454097,300,2017-01-11,2017-02-05,-25
-2.7666362297476756,-3.43,-2.86,-2.57,84.5252078527929,-2.575889320014631,-3.43,-2.86,-2.57,74.5247234264391,1800,2017-08-29,2017-10-01,-33
-2.5146795912542275,-3.43,-2.86,-2.57,136.14118644357558,-2.5298653506474973,-3.43,-2.86,-2.57,97.6319624606422,900,2017-09-16,2017-10-13,-27
-3.577048700939768,-3.43,-2.86,-2.57,168.66697838947294,-3.475817773098723,-3.43,-2.86,-2.57,235.85685494110234,300,2017-05-03,2017-06-14,-42
-3.2413056266941247,-3.43,-2.86,-2.57,97.98749048621582,-3.00595129733693,-3.43,-2.86,-2.57,61.65911252199578,300,2017-03-17,2017-03-25,-8
-2.178356266242596,-3.75,-3,-2.63,1.3320177328992961,-2.0748512736844704,-3.75,-3,-2.63,1.12055968230715,86400,2017-07-08,2017-07-22,-14
-2.724811502186793,-3.43,-2.86,-2.57,289.422139105515,-2.334283081029118,-3.43,-2.86,-2.57,231.03563680644368,900,2017-07-31,2017-09-15,-46
-1.8871634133521316,-3.75,-3,-2.63,0.9904487010991635,-1.7696781970857836,-3.75,-3,-2.63,0.9709926813494343,86400,2017-09-18,2017-09-25,-7
-1.9114230476315996,-3.46,-2.88,-2.57,13.015308292766985,-1.9544712341213615,-3.46,-2.88,-2.57,13.68882377581988,7200,2017-04-18,2017-05-01,-13
-2.75257063174821,-3.43,-2.86,-2.57,69.66662340064998,-2.665364972311226,-3.43,-2.86,-2.57,30.732205928568455,1800,2017-07-28,2017-08-16,-19
-1.656591710969067,-3.46,-2.88,-2.57,34.73573889445751,-1.9739522910661402,-3.46,-2.88,-2.57,13.65973762815996,7200,2017-07-31,2017-08-20,-20
-3.2670667062224372,-3.43,-2.86,-2.57,362.1999663870721,-3.1297754323016536,-3.43,-2.86,-2.57,277.84964598112657,300,2017-08-21,2017-09-28,-38
-2.3771953203299194,-3.43,-2.86,-2.57,110.47316425059859,-2.274970989426765,-3.43,-2.86,-2.57,76.5732217589869,900,2017-06-26,2017-07-14,-18
-2.963043375575765,-3.43,-2.86,-2.57,181.32393529364236,-3.0640758012131695,-3.43,-2.86,-2.57,89.17987655658051,900,2017-05-10,2017-06-14,-35
-2.063702052403193,-3.58,-2.93,-2.6,4.730189198120435,-2.3246113387539515,-3.58,-2.93,-2.6,3.1798275623502374,86400,2017-04-27,2017-06-11,-45
-2.298932039521476,-3.58,-2.93,-2.6,4.74243244343379,-2.0921366692551437,-3.58,-2.93,-2.6,3.472240309335052,86400,2017-08-17,2017-09-27,-41
-1.9840070698582686,-3.44,-2.87,-2.57,35.75920728179753,-1.9963309847435595,-3.44,-2.87,-2.57,21.17470255696589,14400,2017-05-26,2017-07-13,-48
-2.871394497184011,-3.43,-2.86,-2.57,189.1509113683449,-2.572075578341579,-3.43,-2.86,-2.57,162.3466258970763,900,2017-08-28,2017-10-06,-39
-3.98268331065417,-3.43,-2.86,-2.57,73.16413690206592,-3.8996502508230675,-3.43,-2.86,-2.57,53.20137784233289,300,2017-05-05,2017-05-15,-10
-2.940921718009744,-3.43,-2.86,-2.57,126.51523080612397,-3.0403641850176975,-3.43,-2.86,-2.57,74.55907465496284,1800,2017-01-03,2017-02-15,-43
-3.4324176502182406,-3.43,-2.86,-2.57,76.91570144305113,-3.2395618196017373,-3.43,-2.86,-2.57,67.25148730834843,300,2017-03-02,2017-03-11,-9
-2.3696313657692216,-3.44,-2.87,-2.57,22.6312139497092,-2.319162523401916,-3.44,-2.87,-2.57,20.1367458753894,7200,2017-04-27,2017-05-31,-34
-2.539478867154917,-3.51,-2.89,-2.58,5.935808291651407,-2.3314566174722975,-3.51,-2.89,-2.58,4.623769428527456,7200,2017-07-19,2017-07-25,-6
-1.917382797234658,-3.46,-2.88,-2.57,11.216099040537985,-1.8803690897263503,-3.46,-2.88,-2.57,8.17594680612962,14400,2017-06-19,2017-07-09,-20
-1.9942339599068963,-3.46,-2.88,-2.57,27.07361375481855,-1.9102616210574652,-3.46,-2.88,-2.57,19.109134950767874,14400,2017-07-31,2017-09-05,-36
-1.9119033246655142,-3.58,-2.93,-2.6,0.3730602882875489,-1.8876260808171494,-3.58,-2.93,-2.6,3.1916560094375264,86400,2017-04-23,2017-05-31,-38
-2.679364593020294,-3.43,-2.86,-2.57,52.82804395467525,-2.625182830981271,-3.43,-2.86,-2.57,48.703890908383144,900,2017-07-12,2017-07-26,-14
-2.7156032225637805,-3.43,-2.86,-2.57,146.46183076179028,-2.736875252780721,-3.43,-2.86,-2.57,142.6408633775945,900,2017-07-04,2017-08-14,-41
-3.369493780656451,-3.43,-2.86,-2.57,97.24835698397679,-3.346568737980193,-3.43,-2.86,-2.57,80.82661146419684,900,2017-04-02,2017-05-05,-33
-2.3379874863645,-3.43,-2.86,-2.57,199.21746036029202,-2.2536552711314073,-3.43,-2.86,-2.57,114.37235285261174,1800,2017-07-18,2017-09-03,-47
-2.1447952815835802,-3.46,-2.88,-2.57,19.67353103148411,-2.2918941084621682,-3.46,-2.88,-2.57,12.474111974890874,14400,2017-07-08,2017-08-11,-34
-1.6035649884661582,-3.46,-2.88,-2.57,16.796108362396655,-1.7119137849580437,-3.46,-2.88,-2.57,13.579255065250734,14400,2017-03-04,2017-04-04,-31
-2.27000734238876,-3.51,-2.89,-2.58,7.103190949755316,-2.10851131916025,-3.51,-2.89,-2.58,6.653055262151205,14400,2017-05-14,2017-05-29,-15
-2.0596889208009657,-3.75,-3,-2.63,2.7251100434399955,-1.7794931869572044,-3.75,-3,-2.63,2.1707320547596773,86400,2017-01-17,2017-02-06,-20
-3.4763386609338554,-3.43,-2.86,-2.57,55.73981467345428,-3.139641186371823,-3.43,-2.86,-2.57,31.546685982553917,300,2017-01-16,2017-01-21,-5
-2.8079551076792404,-3.46,-2.88,-2.57,9.739260978898567,-2.769874052019777,-3.46,-2.88,-2.57,7.251388810250341,1800,2017-09-16,2017-09-20,-4
-2.4312556549217264,-3.43,-2.86,-2.57,71.04162475798181,-2.446008099374401,-3.43,-2.86,-2.57,50.32695202688019,1800,2017-03-28,2017-04-21,-24
-2.54502951804917,-3.44,-2.87,-2.57,19.54681876746373,-2.4396835219650974,-3.44,-2.87,-2.57,17.008777223568565,900,2017-03-30,2017-04-02,-3
-2.917616794269065,-3.43,-2.86,-2.57,53.6163172270277,-2.9441105341776863,-3.43,-2.86,-2.57,41.927596565864796,300,2017-04-07,2017-04-11,-4
-1.749749145196633,-3.75,-3,-2.63,-23.19022620987216,-2.019402085398812,-3.75,-3,-2.63,1.529567399798904,86400,2017-07-22,2017-08-07,-16
-2.3987177330072713,-3.58,-2.93,-2.6,3.6685759322130074,-2.5161630950997305,-3.58,-2.93,-2.6,2.425818939937585,86400,2017-03-14,2017-04-14,-31
-2.5684794911685946,-3.43,-2.86,-2.57,117.07402807007104,-2.5229291816522004,-3.43,-2.86,-2.57,72.875106840066593,900,2017-09-20,2017-11-08,-49
-1.6989725318611741,-3.58,-2.93,-2.6,4.03367954592032,-1.72333600955174,-3.58,-2.93,-2.6,3.5782442648992436,86400,2017-09-09,2017-10-18,-39
-2.242222780967132,-3.43,-2.86,-2.57,651.0832388536576,-2.368479307937597,-3.43,-2.86,-2.57,85.70779730451353,900,2017-07-13,2017-08-03,-21
-2.678155725169197,-3.43,-2.86,-2.57,107.18349993557987,-2.55534982830782,-3.43,-2.86,-2.57,91.95242213101596,1800,2017-08-29,2017-10-06,-38
-2.226192131980688,-3.44,-2.87,-2.57,19.929621681510234,-2.1729975913915647,-3.44,-2.87,-2.57,17.823508594747828,7200,2017-01-01,2017-01-25,-24
