time_resolution,quote_currency,cointegration_test,adf_threshold,distance_threshold,train_window,test_window,model_type,regression_type,spread_type,rolling_window,signal_logic,signal_scaled_enter,signal_discrete_enter,signal_discrete_exit,signal_stop,signal_reenter,signal_reenter_threshold,pair_allocation,pair_allocation_scaling,overall_return
300,BTC,eg,-2.8,0.2,5d 0H 0M 0S,55d 0H 0M 0S,raw,ols,rolling,1440,scaled,3,2.25,0.15000000000000002,6.35,FALSE,0.9500000000000001,scaled,1,14.222037832757819
300,BTC,distance,-2.1,0.19,43d 0H 0M 0S,21d 0H 0M 0S,raw,ols,rolling,1728,scaled,3,1.75,0.35000000000000003,3.75,TRUE,1.1,weighted,1.9,6.440062030453382
300,BTC,eg,-3.8,0.08,60d 0H 0M 0S,32d 0H 0M 0S,raw,ols,rolling,4896,scaled,4,1.3,0.55,4.6,TRUE,0.4,equal,1.5,10.621683124372787
300,BTC,eg,-3.9000000000000004,0.26,54d 0H 0M 0S,17d 0H 0M 0S,raw,ols,rolling,4896,scaled,3,2.75,0.8500000000000001,3.55,FALSE,0.55,equal,1.65,2.860817623328137
300,BTC,distance,-3.6,0.24,23d 0H 0M 0S,57d 0H 0M 0S,log,ols,rolling,4320,scaled,3,1.25,0.4,5.6,TRUE,1.4500000000000002,scaled,1.65,2.652215048982063
300,BTC,distance,-3.7,0.37,33d 0H 0M 0S,21d 0H 0M 0S,raw,ols,rolling,3456,scaled,3,2.45,0.5,3.55,TRUE,1.9500000000000002,scaled,1.65,4.964689290968523
300,USDT,distance,-2.35,0.14,48d 0H 0M 0S,31d 0H 0M 0S,raw,ols,rolling,5760,scaled,3,2.7,0.65,3.65,FALSE,1.9000000000000001,scaled,1.35,3.740485192428708
300,USDT,distance,-3.1500000000000004,0.27,57d 0H 0M 0S,50d 0H 0M 0S,log,ols,rolling,13248,scaled,3,1.7000000000000002,0.6000000000000001,6.75,TRUE,1.4000000000000001,scaled,1.4,1.9026270848908344
300,BTC,distance,-2,0.36,44d 0H 0M 0S,19d 0H 0M 0S,raw,ols,rolling,7776,scaled,3,1.6,0.05,4,TRUE,1.3,equal,1.65,4.1000236365291025
300,USDT,distance,-2.55,0.39,44d 0H 0M 0S,41d 0H 0M 0S,log,ols,rolling,12672,scaled,3,2.1,0.35000000000000003,5.25,TRUE,1.7000000000000002,scaled,1,2.9150976866477816
300,USDT,eg,-3.95,0.4,22d 0H 0M 0S,60d 0H 0M 0S,raw,ols,rolling,6336,scaled,3,2.4000000000000004,0.65,6.800000000000001,TRUE,1.05,equal,1.85,3.3193511185551356
300,BTC,distance,-2.2,0.11,59d 0H 0M 0S,59d 0H 0M 0S,log,ols,rolling,6048,scaled,4,1.75,0.5,6.2,TRUE,0.05,weighted,1.4,1.4142823962206705
300,BTC,distance,-3.75,0.32,22d 0H 0M 0S,41d 0H 0M 0S,raw,ols,rolling,6336,scaled,2,1.25,1,4.15,TRUE,0.45,equal,1.65,2.320924940451692
300,USDT,distance,-2.6,0.24,37d 0H 0M 0S,21d 0H 0M 0S,raw,ols,rolling,10656,scaled,4,1.25,0.15000000000000002,5.050000000000001,TRUE,1.6500000000000001,equal,1.15,4.334479470440738
300,USDT,eg,-2.4,0.22999999999999998,20d 0H 0M 0S,7d 0H 0M 0S,raw,ols,rolling,5760,scaled,4,1.45,0.9500000000000001,4.05,FALSE,1.85,weighted,1.85,4.882205312523487
300,BTC,distance,-2.35,0.19,54d 0H 0M 0S,51d 0H 0M 0S,raw,ols,rolling,15552,scaled,4,2.35,0.65,4.4,FALSE,0.75,scaled,1.55,1.395656281460812
300,USDT,distance,-2.55,0.05,49d 0H 0M 0S,46d 0H 0M 0S,log,ols,rolling,14112,scaled,4,1.3,0.75,4.5,FALSE,1.5,scaled,2,1.1554985440049486
300,BTC,distance,-2.6,0.4,29d 0H 0M 0S,34d 0H 0M 0S,log,ols,rolling,8352,scaled,4,1,0.4,6.95,TRUE,1.8,equal,1.9500000000000002,2.310691756177262
